key,value
ns.hanseo.ac.kr,203.234.72.1
ns.hanseo.ac.kr,203.234.72.1
ns.hanseo.ac.kr,203.234.72.1
ultra2.tsinghua.edu.cn,166.111.120.10
ultra2.tsinghua.edu.cn,166.111.120.10
ultra2.tsinghua.edu.cn,166.111.120.10
ultra2.tsinghua.edu.cn,166.111.120.10
ultra2.tsinghua.edu.cn,166.111.120.10
soldier.ee.nctu.edu.tw,140.113.212.31
soldier.ee.nctu.edu.tw,140.113.212.31
ccmman.rz.unibw--muenchen.de,137.93.10.6
ccmman.rz.unibw--muenchen.de,137.93.10.6
noc23.corp.home.ad.jp,203.165.5.80
noc23.corp.home.ad.jp,203.165.5.80
itellin1.eafix.net,212.49.95.133
itellin1.eafix.net,212.49.95.133
ns.univaq.it,192.150.195.20
ns.univaq.it,192.150.195.20
utc-web.utc21.co.kr,211.40.103.194
utc-web.utc21.co.kr,211.40.103.194
gate.technopolis.kirov.ru,217.9.148.61
gate.technopolis.kirov.ru,217.9.148.61
gate.technopolis.kirov.ru,217.9.148.61
gate.technopolis.kirov.ru,217.9.148.61
gate.technopolis.kirov.ru,217.9.148.61
ns.anseo.dankook.ac.kr,203.237.216.2
ns.anseo.dankook.ac.kr,203.237.216.2
ns.hufs.ac.kr,203.253.64.1
ns.hufs.ac.kr,203.253.64.1
kacstserv.kacst.edu.sa,212.26.44.132
kacstserv.kacst.edu.sa,212.26.44.132
kacstserv.kacst.edu.sa,212.26.44.132
kacstserv.kacst.edu.sa,212.26.44.132
kacstserv.kacst.edu.sa,212.26.44.132
mxtpa.biglobe.net.tw,202.166.255.103
mxtpa.biglobe.net.tw,202.166.255.103
mxtpa.biglobe.net.tw,202.166.255.103
mxtpa.biglobe.net.tw,202.166.255.103
xn--anna-ahlstrm-fjb.stacken.kth.se,130.237.234.53
xn--anna-ahlstrm-fjb.stacken.kth.se,130.237.234.53
xn--selma-lagerlf-tmb.stacken.kth.se,130.237.234.51
xn--selma-lagerlf-tmb.stacken.kth.se,130.237.234.51
mercurio.rtn.net.mx,204.153.24.14
mercurio.rtn.net.mx,204.153.24.14
ns1.ias.ac.in,203.197.183.66
ns1.ias.ac.in,203.197.183.66
ns1.ias.ac.in,203.197.183.66
ns1.ias.ac.in,203.197.183.66
ns1.ias.ac.in,203.197.183.66
ciidet.rtn.net.mx,204.153.24.32
ciidet.rtn.net.mx,204.153.24.32
ciidet.rtn.net.mx,204.153.24.32
ciidet.rtn.net.mx,204.153.24.32
ciidet.rtn.net.mx,204.153.24.32
ciidet.rtn.net.mx,204.153.24.32
m0-s.san.ru,88.147.128.28
m0-s.san.ru,88.147.128.28
www.nursat.kz,194.226.128.26
www.nursat.kz,194.226.128.26
webserv.mos.ru,10.30.10.2
webserv.mos.ru,10.30.10.2
webserv.mos.ru,10.30.10.2
webserv.mos.ru,10.30.10.2
webserv.mos.ru,10.30.10.2
mars.ee.nctu.tw,140.113.212.13
mars.ee.nctu.tw,140.113.212.13
smtp.bangla.net,203.188.252.10
smtp.bangla.net,203.188.252.10
butt-head.mos.ru,10.30.1.130
butt-head.mos.ru,10.30.1.130
butt-head.mos.ru,10.30.1.130
butt-head.mos.ru,10.30.1.130
twins.ee.nctu.edu.tw,140.113.212.26
twins.ee.nctu.edu.tw,140.113.212.26
royals.ee.nctu.edu.tw,140.113.212.9
royals.ee.nctu.edu.tw,140.113.212.9
xilinx.e-technik.uni-rostock.de,139.30.202.12
xilinx.e-technik.uni-rostock.de,139.30.202.12
jupiter.mni.fh.giessen.de,212.201.7.17
jupiter.mni.fh.giessen.de,212.201.7.17
paula.e-technik.uni-rostock.de,139.30.200.225
paula.e-technik.uni-rostock.de,139.30.200.225
servercip92.e-technik.uni-rostock.de,139.30.200.132
servercip92.e-technik.uni-rostock.de,139.30.200.132
mail.tropmet.res.in,203.199.143.2
sunl.scl.kyoto-u.ac.jp,133.3.5.30
sunl.scl.kyoto-u.ac.jp,133.3.5.30
tamarugo.cec.uchile.cl,200.9.97.3
tamarugo.cec.uchile.cl,200.9.97.3
tamarugo.cec.uchile.cl,200.9.97.3
tamarugo.cec.uchile.cl,200.9.97.3
tamarugo.cec.uchile.cl,200.9.97.3
noc21.corp.home.ad.jp,203.165.5.78
noc21.corp.home.ad.jp,203.165.5.78
postbox.mos.ru,10.30.10.32
postbox.mos.ru,10.30.10.32
sunhe.jinr.ru,159.93.18.100
sunhe.jinr.ru,159.93.18.100
sunhe.jinr.ru,159.93.18.100
sunhe.jinr.ru,159.93.18.100
noc38.corp.home.ad.jp,203.165.5.118
noc38.corp.home.ad.jp,203.165.5.118
noc38.corp.home.ad.jp,203.165.5.118
noc38.corp.home.ad.jp,203.165.5.118
noc38.corp.home.ad.jp,203.165.5.118
asic.e-technik.uni-rostock.de,139.30.202.8
asic.e-technik.uni-rostock.de,139.30.202.8
asic.e-technik.uni-rostock.de,139.30.202.8
asic.e-technik.uni-rostock.de,139.30.202.8
asic.e-technik.uni-rostock.de,139.30.202.8
mail.tsinghua.edu.cn,166.111.8.17
mail.tsinghua.edu.cn,166.111.8.17
mail.tsinghua.edu.cn,166.111.8.17
mail.tsinghua.edu.cn,166.111.8.17
mail.tsinghua.edu.cn,166.111.8.17
smmu-ipv6.smmu.edu.cn,202.121.224.5
jur.unn.ac.ru,62.76.114.22
jur.unn.ac.ru,62.76.114.22
mcd-su-2.mos.ru,10.34.100.2
mcd-su-2.mos.ru,10.34.100.2
mcd-su-2.mos.ru,10.34.100.2
mcd-su-2.mos.ru,10.34.100.2
mcd-su-2.mos.ru,10.34.100.2
web-ccfr.tsinghua.edu.cn,166.111.96.91
web-ccfr.tsinghua.edu.cn,166.111.96.91
sunfirev250.cancilleria.gob.ni,165.98.181.5
sunfirev250.cancilleria.gob.ni,165.98.181.5
sunfirev250.cancilleria.gob.ni,165.98.181.5
sunfirev250.cancilleria.gob.ni,165.98.181.5
sunfirev250.cancilleria.gob.ni,165.98.181.5
v244.kyoyo-u.ac.jp,133.3.5.33
v244.kyoyo-u.ac.jp,133.3.5.33
v244.kyoyo-u.ac.jp,133.3.5.33
v244.kyoyo-u.ac.jp,133.3.5.33
v244.kyoyo-u.ac.jp,133.3.5.33
v246.kyoyo-u.ac.jp,133.3.5.2
v246.kyoyo-u.ac.jp,133.3.5.2
v246.kyoyo-u.ac.jp,133.3.5.2
v246.kyoyo-u.ac.jp,133.3.5.2
v246.kyoyo-u.ac.jp,133.3.5.2
unk.vver.kiae.rr,144.206.175.2
kserv.krldysh.ru,194.226.57.53
mum1mr1-a-fixed.sancharnet.in,61.1.64.45
mum1mr1-a-fixed.sancharnet.in,61.1.64.45
mail.issas.ac.cn,159.226.121.1
mail.issas.ac.cn,159.226.121.1
debby.vub.ac.be,134.184.15.79
debby.vub.ac.be,134.184.15.79
m16.kazibao.net,213.41.77.50
m16.kazibao.net,213.41.77.50
vsnl-navis.emc-sec.vsnl.net.in,202.54.49.70
vsnl-navis.emc-sec.vsnl.net.in,202.54.49.70
ns.icu.ac.kr,210.107.128.31
ns.icu.ac.kr,210.107.128.31
mu-me01-ns-ctm001.vsnl.net.in,202.54.4.39
mu-me01-ns-ctm001.vsnl.net.in,202.54.4.39
kalliope.rz.unibw--muenchen.de,137.193.10.12
kalliope.rz.unibw--muenchen.de,137.193.10.12
v243.scl.kyoto-u.ac.jp,133.3.5.30
v243.scl.kyoto-u.ac.jp,133.3.5.30
san.hufs.ac.kr,203.253.64.2
san.hufs.ac.kr,203.253.64.2
vnet3.vub.ac.be,134.184.15.13
vnet3.vub.ac.be,134.184.15.13
ns.rtn.net.mx,204.153.24.1
ns.rtn.net.mx,204.153.24.1
connection1.connection.com.br,200.160.208.4
connection1.connection.com.br,200.160.208.4
connection1.connection.com.br,200.160.208.4
connection1.connection.com.br,200.160.208.4
connection1.connection.com.br,200.160.208.4
ws.xjb.ac.cn,159.226.135.12
ws.xjb.ac.cn,159.226.135.12
jumi.hyunwoo.co.kr,211.232.97.217
jumi.hyunwoo.co.kr,211.232.97.217
jumi.hyunwoo.co.kr,211.232.97.217
ns.icu.ac.kr,210.107.128.31
ns.icu.ac.kr,210.107.128.31
ns.icu.ac.kr,210.107.128.31
expos.ee.nctu.edu.tw,140.113.212.20
expos.ee.nctu.edu.tw,140.113.212.20
expos.ee.nctu.edu.tw,140.113.212.20
nl37.yourname.nl,82.192.68.37
nsce1.ji-net.com,203.147.62.229
nsce1.ji-net.com,203.147.62.229
nsce1.ji-net.com,203.147.62.229
nsce1.ji-net.com,203.147.62.229
nsce1.ji-net.com,203.147.62.229
webshared-front2.colt.net,213.41.78.12
webshared-front2.colt.net,213.41.78.12
webshared-front2.colt.net,213.41.78.12
webshared-front2.colt.net,213.41.78.12
webshared-front4.colt.net,213.41.78.14
webshared-front4.colt.net,213.41.78.14
webshared-front4.colt.net,213.41.78.14
webshared-front3.colt.net,213.41.78.13
webshared-front3.colt.net,213.41.78.13
webshared-front3.colt.net,213.41.78.13
webshared-front3.colt.net,213.41.78.13
photon.sci-museum.kita.osaka.jp,202.243.222.7
photon.sci-museum.kita.osaka.jp,202.243.222.7
photon.sci-museum.kita.osaka.jp,202.243.222.7
photon.sci-museum.kita.osaka.jp,202.243.222.7
photon.sci-museum.kita.osaka.jp,202.243.222.7
photon.sci-museum.osaka.jp,202.243.222.7
photon.sci-museum.osaka.jp,202.243.222.7
photon.sci-museum.osaka.jp,202.243.222.7
photon.sci-museum.osaka.jp,202.243.222.7
photon.sci-museum.osaka.jp,202.243.222.7
mailhost.fh-muenchen.de,129.187.244.204
mailhost.fh-muenchen.de,129.187.244.204
mailhost.fh-muenchen.de,129.187.244.204
mailhost.fh-muenchen.de,129.187.244.204
mailhost.fh-muenchen.de,129.187.244.204
ci970000.sut.ac.jp,133.31.106.46
ci970000.sut.ac.jp,133.31.106.46
ci970000.sut.ac.jp,133.31.106.46
ci970000.sut.ac.jp,133.31.106.46
ci970000.sut.ac.jp,133.31.106.46
cs-serv02.meiji.ac.jp,133.26.135.224
cs-serv02.meiji.ac.jp,133.26.135.224
cs-serv02.meiji.ac.jp,133.26.135.224
cs-serv02.meiji.ac.jp,133.26.135.224
cs-serv02.meiji.ac.jp,133.26.135.224
pksweb.austria.eu.net,193.154.165.79
pksweb.austria.eu.net,193.154.165.79
pksweb.austria.eu.net,193.154.165.79
pksweb.austria.eu.net,193.154.165.79
pksweb.austria.eu.net,193.154.165.79
webshared-admin.colt.net,213.41.78.10
www2.din.or.jp,210.135.90.7
www2.din.or.jp,210.135.90.7
www2.din.or.jp,210.135.90.7
www2.din.or.jp,210.135.90.7
www3.din.or.jp,210.135.90.8
www3.din.or.jp,210.135.90.8
www3.din.or.jp,210.135.90.8
www3.din.or.jp,210.135.90.8
okapi.ict.pwr.wroc.pl,156.17.42.30
okapi.ict.pwr.wroc.pl,156.17.42.30
okapi.ict.pwr.wroc.pl,156.17.42.30
